Unique_ID,Pub_Year,Asia,N_Patient,FRAC_MALE,AGE_MED,Prior_Palliative_Chemo,Primary_Stomach,Primary_GEJ,ECOG_MEAN,9-Aminocamptothecin_Ind,Actinomycin_Ind,BBR 3438_Ind,BMS-182248-01_Ind,BOF-A2_Ind,Bevacizumab_Ind,Bortezomib_Ind,Bryostatin-1_Ind,Caelyx_Ind,Capecitabine_Ind,Carboplatin_Ind,Carmustine_Ind,Cetuximab_Ind,Cisplatin_Ind,Cyclophosphamide_Ind,Cytarabine_Ind,DHA-paclitaxel_Ind,Diaziquone_Ind,Docetaxel_Ind,Doxifluridine_Ind,Doxorubicin_Ind,Epirubicin_Ind,Erlotinib_Ind,Esorubicin_Ind,Etoposide_Ind,Everolimus_Ind,Flavopiridol_Ind,Fluorouracil_Ind,Fotemustine_Ind,Gefitinib_Ind,Gemcitabine_Ind,Heptaplatin_Ind,IFN_Ind,Iproplatin_Ind,Irinotecan_Ind,Irofulven_Ind,Ixabepilone_Ind,Lapatinib_Ind,Leucovorin_Ind,Levoleucovorin_Ind,Lovastatin_Ind,Matuzumab_Ind,Merbarone_Ind,Methotrexate_Ind,Mitomycin_Ind,Mitoxantrone_Ind,NK105_Ind,OSI-7904L_Ind,Oxaliplatin_Ind,PALA_Ind,PN401_Ind,Paclitaxel_Ind,Pegamotecan_Ind,Pemetrexed_Ind,Pirarubicin_Ind,Piroxantrone_Ind,Pravastatin_Ind,Raltitrexed_Ind,S-1_Ind,Saracatinib_Ind,Sorafenib_Ind,Sunitinib_Ind,Thioguanine_Ind,Topotecan_Ind,Trastuzumab_Ind,Triazinate_Ind,Trimetrexate_Ind,UFT_Ind,Vincristine_Ind,Vindesine_Ind,Vinorelbine_Ind,methyl-CCNU_Ind,9-Aminocamptothecin_Inst,Actinomycin_Inst,BBR 3438_Inst,BMS-182248-01_Inst,BOF-A2_Inst,Bevacizumab_Inst,Bortezomib_Inst,Bryostatin-1_Inst,Caelyx_Inst,Capecitabine_Inst,Carboplatin_Inst,Carmustine_Inst,Cetuximab_Inst,Cisplatin_Inst,Cyclophosphamide_Inst,Cytarabine_Inst,DHA-paclitaxel_Inst,Diaziquone_Inst,Docetaxel_Inst,Doxifluridine_Inst,Doxorubicin_Inst,Epirubicin_Inst,Erlotinib_Inst,Esorubicin_Inst,Etoposide_Inst,Everolimus_Inst,Flavopiridol_Inst,Fluorouracil_Inst,Fotemustine_Inst,Gefitinib_Inst,Gemcitabine_Inst,Heptaplatin_Inst,IFN_Inst,Iproplatin_Inst,Irinotecan_Inst,Irofulven_Inst,Ixabepilone_Inst,Lapatinib_Inst,Leucovorin_Inst,Levoleucovorin_Inst,Lovastatin_Inst,Matuzumab_Inst,Merbarone_Inst,Methotrexate_Inst,Mitomycin_Inst,Mitoxantrone_Inst,NK105_Inst,OSI-7904L_Inst,Oxaliplatin_Inst,PALA_Inst,PN401_Inst,Paclitaxel_Inst,Pegamotecan_Inst,Pemetrexed_Inst,Pirarubicin_Inst,Piroxantrone_Inst,Pravastatin_Inst,Raltitrexed_Inst,S-1_Inst,Saracatinib_Inst,Sorafenib_Inst,Sunitinib_Inst,Thioguanine_Inst,Topotecan_Inst,Trastuzumab_Inst,Triazinate_Inst,Trimetrexate_Inst,UFT_Inst,Vincristine_Inst,Vindesine_Inst,Vinorelbine_Inst,methyl-CCNU_Inst,9-Aminocamptothecin_Avg,Actinomycin_Avg,BBR 3438_Avg,BMS-182248-01_Avg,BOF-A2_Avg,Bevacizumab_Avg,Bortezomib_Avg,Bryostatin-1_Avg,Caelyx_Avg,Capecitabine_Avg,Carboplatin_Avg,Carmustine_Avg,Cetuximab_Avg,Cisplatin_Avg,Cyclophosphamide_Avg,Cytarabine_Avg,DHA-paclitaxel_Avg,Diaziquone_Avg,Docetaxel_Avg,Doxifluridine_Avg,Doxorubicin_Avg,Epirubicin_Avg,Erlotinib_Avg,Esorubicin_Avg,Etoposide_Avg,Everolimus_Avg,Flavopiridol_Avg,Fluorouracil_Avg,Fotemustine_Avg,Gefitinib_Avg,Gemcitabine_Avg,Heptaplatin_Avg,IFN_Avg,Iproplatin_Avg,Irinotecan_Avg,Irofulven_Avg,Ixabepilone_Avg,Lapatinib_Avg,Leucovorin_Avg,Levoleucovorin_Avg,Lovastatin_Avg,Matuzumab_Avg,Merbarone_Avg,Methotrexate_Avg,Mitomycin_Avg,Mitoxantrone_Avg,NK105_Avg,OSI-7904L_Avg,Oxaliplatin_Avg,PALA_Avg,PN401_Avg,Paclitaxel_Avg,Pegamotecan_Avg,Pemetrexed_Avg,Pirarubicin_Avg,Piroxantrone_Avg,Pravastatin_Avg,Raltitrexed_Avg,S-1_Avg,Saracatinib_Avg,Sorafenib_Avg,Sunitinib_Avg,Thioguanine_Avg,Topotecan_Avg,Trastuzumab_Avg,Triazinate_Avg,Trimetrexate_Avg,UFT_Avg,Vincristine_Avg,Vindesine_Avg,Vinorelbine_Avg,methyl-CCNU_Avg,Eval_Year,OS,Neutro4,Thrombo4,Anemia4,Lympho4,GINONV_34,ALLERGY_34,AUDITORY_34,CARDIO_34,COAGULATION_34,CONSTITUTIONAL_34,EPIDERMAL_34,ENDOCRINE_34,INFECTION_34,METABOLIC_34,HEMORRHAGE_34,LYMPHATICS_34,MUSCLE_34,NEUROLOGICAL_34,OCULAR_34,PAIN_34,PULMONARY_34,RENAL_34,VASCULAR_34,OTHER_34,NO_DLT,DLT_PROP
COCCI1294_T2,1994.0,0.0,85.0,0.7099999790000001,62.0,0.0,1.0,0.0,1.051078621255776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,8.1,0.0408139117338015,0.012,0.0,0.0058801899737493685,0.059,0.010082826822677549,0.0,0.0,0.011008708143908252,0.06434471740075308,0.0,0.0,0.06719587770769844,0.031131104269240543,0.025592921502565376,0.015051986946917978,0.027960623931504083,0.0,0.012681819230189826,0.01911572730697456,0.004072596442899193,0.012,0.035277850918370234,0.0986042330353395,0.5673691669091928,0.4326308330908072
DELIS0196_T1,1996.0,0.0,52.0,0.64,60.0,0.0,1.0,0.0,1.0404140274203542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,5.3,0.00825919398226544,0.0,0.0,0.0029762035720763877,0.0,0.0043624859584763176,0.0,0.0,0.004622921372135883,0.0817430435489077,0.013113161352524244,0.0,0.06832541339473999,0.03883522283089245,0.02845473302720608,0.0,0.03806498353678688,0.0,0.02270445742256353,0.028539782509038988,0.01527195562835175,0.0,0.06350108515641882,0.08777323205160667,0.5935706044269727,0.4064293955730273
DELIS0196_T2,1996.0,0.0,50.0,0.65,61.0,0.0,1.0,0.0,1.0268779894186366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983,6.7,0.0,0.0,0.0,0.0001821131352851787,0.0,0.016417832224142843,0.0,0.019,0.013924875606437627,0.07719568068992146,0.018659055967731625,0.0,0.06527097681246967,0.0447295486135118,0.027478876844893103,0.0,0.03422226032185506,0.0,0.024828614131977855,0.03984336276243039,0.005940436848681438,0.038,0.1165859645363576,0.08279771017812583,0.5241653946074675,0.4758346053925325
DILAU0707_T,2007.0,0.0,40.0,0.7,62.0,0.0,0.75,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,11.5,0.075,0.0,0.0,0.0167076229356162,0.1,0.0,0.007084557577708223,0.0,0.0016523087890858471,0.075,0.023560014962622555,0.0,0.075,0.03269309360212839,0.025504655246787543,0.0,0.028483346345671793,0.0,0.014356910791936675,0.031063294208040187,0.02935541819119764,0.013673419247165641,0.051037175945924516,0.09633646140229248,0.4867840565891026,0.5132159434108974
ENZIN0109_T,2008.0,0.0,56.0,0.821,59.0,0.0,0.446,0.179,0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,11.9,0.05437307491672398,0.0,0.013426176438887829,0.0018944000188740762,0.36,0.09,0.001455681696720998,0.11035666631060104,0.06904517227268672,0.18,0.09408006422912538,0.0,0.05,0.061230691072897026,0.02826447109003117,0.02360733517329788,0.0381266360577697,0.0,0.016453213623951298,0.05,0.08217218756549077,0.047431616637748135,0.11,0.17174663189053807,0.1632920446638505,0.8367079553361495
FINDL0904_T,1994.0,0.0,139.0,0.755,60.0,0.0,0.439,0.482,1.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,8.2,0.1595174710741691,0.065,0.020600352210464842,0.015080075726420712,0.07200000000000001,0.01550362123400264,0.0010685661461025831,0.013547112944239229,0.022919846713285768,0.07686615445153325,0.01,0.0,0.058,0.044253216378919866,0.0262271645858884,0.0013839351284121381,0.030528956473374683,0.0,0.02075226635408856,0.034107005022321,0.0,0.05,0.12343682149535462,0.08989994770339513,0.3707726646602871,0.6292273353397129
GIULI1205_T,2005.0,0.0,38.0,0.6579999999999999,62.0,1.0,1.0,0.0,0.8178746015319973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,8.0,0.0547565214541503,0.0,0.007433312812729881,0.0037950265145828225,0.0,0.0,0.0014191059199281748,0.01317908675176653,0.0,0.0,0.02815080989494304,0.0,0.06765513218357372,0.01940596571238099,0.024127504051315696,0.0,0.016610293958341373,0.01409974152278176,0.01591125049948225,0.012915122562705631,0.0,0.009139480313356152,0.0563256010422164,0.0715884090427561,0.6529112159398535,0.3470887840601465
GRAZI1000_T,2000.0,0.0,21.0,0.619,62.0,1.0,1.0,0.0,0.9396140469881472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,3.5,5.983943270663344e-05,0.0,0.0,0.008328677797725809,0.0,0.0,0.01199417474203129,0.0,0.0,0.0,0.048,0.0,0.07735167727168718,0.0,0.018796813374971612,0.0,0.0,0.0,0.0,0.014238966713175844,0.006676545623371805,0.02211245140257173,0.0012842154376152687,0.05056361503220008,0.7666416391684485,0.2333583608315515
JATOS0508_T,2008.0,0.0,35.0,0.889999986,59.0,0.0,0.8126288934882789,0.13918700969169914,0.457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,8.9,0.583,0.0,0.028,0.06868842111593762,0.16699999999999998,0.01630084935827599,0.0,0.007666363492687081,0.031122580863409507,0.17,0.02103624498329046,0.0,0.056,0.06,0.03349563374005788,0.03276516216266898,0.06422915726548986,0.22,0.027533335953700208,0.079999998,0.03,0.013084915067155868,0.04287376529074899,0.14456376084023348,0.10259980141483048,0.8974001985851695
JEUNG0307_T1,2007.0,1.0,31.0,0.870999992,61.0,0.0,1.0,0.0,0.6112879761367278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,8.9,0.0,0.0,0.0,0.00027071166425790067,0.032000002,4.281391102965021e-05,0.0003729983556204084,0.008476913959671081,0.003483311984887976,0.0,0.0,0.0,0.05993481732409683,0.0,0.032,0.0021849142255449326,0.02272600555057956,0.052561727213316506,0.020257439076825985,0.097,0.0032707790088549182,0.0,0.1218335702589136,0.06973490230843174,0.5788628708342051,0.4211371291657949
