SAT,GPA,merit,enroll
0.9827586206896552,0.8469945355191257,1.05,0
0.2741379310344829,0.2295081967213113,0.0,1
0.8362068965517242,0.8688524590163935,2.39,0
0.5862068965517242,0.5136612021857923,2.31,1
0.49827586206896557,0.4590163934426228,0.71,1
0.3793103448275863,0.5027322404371584,0.0,0
0.5396551724137932,0.49180327868852447,0.0,0
0.8948275862068966,0.8961748633879785,1.39,0
0.5724137931034483,0.6284153005464481,1.81,1
0.4137931034482758,0.4262295081967211,1.3,1
0.28275862068965507,0.34426229508196715,0.0,1
1.0,0.7923497267759563,0.0,0
0.6310344827586207,0.6065573770491803,0.0,0
0.47758620689655196,0.5683060109289619,0.0,0
0.43448275862068986,0.3770491803278688,0.62,1
0.46206896551724164,0.4153005464480872,0.0,0
0.3086206896551724,0.3387978142076504,0.0,1
0.5482758620689654,0.6284153005464481,2.15,1
0.07758620689655182,0.2732240437158471,1.92,1
0.6758620689655173,0.6502732240437159,1.13,0
0.17586206896551726,0.33333333333333326,0.0,1
0.5086206896551726,0.5683060109289619,0.0,0
0.35344827586206895,0.33333333333333326,0.0,1
0.7068965517241379,0.6666666666666665,0.0,0
0.04655172413793118,0.12568306010928953,0.0,1
0.22758620689655173,0.34426229508196715,2.05,1
0.9258620689655173,0.743169398907104,1.47,0
0.796551724137931,0.6612021857923498,1.36,0
0.7620689655172415,0.7759562841530057,0.0,0
0.17413793103448283,0.16393442622950793,1.19,1
0.21896551724137936,0.23497267759562845,1.96,1
0.6344827586206896,0.6666666666666665,0.55,0
0.9224137931034484,0.8306010928961751,0.0,0
0.9103448275862069,0.8797814207650274,1.6,0
0.02586206896551735,0.04371584699453557,0.0,1
0.8327586206896553,0.6612021857923498,0.51,0
0.6293103448275863,0.6448087431693992,1.21,0
0.5603448275862069,0.4480874316939889,2.35,1
0.46034482758620676,0.4808743169398906,0.0,0
0.1482758620689657,0.31693989071038264,0.0,1
0.49827586206896557,0.4808743169398906,2.05,1
0.0431034482758621,0.2076502732240435,1.74,1
0.8689655172413793,0.7978142076502734,1.47,0
0.6103448275862071,0.5136612021857923,2.15,1
0.7586206896551726,0.6502732240437159,1.75,0
0.7137931034482761,0.721311475409836,0.0,0
0.5793103448275865,0.49726775956284164,0.64,0
0.7344827586206897,0.6338797814207653,0.78,0
0.41896551724137954,0.5027322404371584,0.0,0
0.920689655172414,0.7650273224043718,1.72,0
0.19827586206896552,0.21311475409836067,0.0,1
0.3879310344827589,0.35519125683060104,1.53,1
0.3293103448275865,0.3387978142076504,1.02,1
0.7137931034482761,0.5792349726775958,0.91,0
0.5517241379310347,0.6010928961748636,2.28,1
0.6068965517241378,0.5300546448087431,1.95,1
0.1396551724137931,0.180327868852459,1.22,1
0.0620689655172415,0.06557377049180335,0.0,1
0.5896551724137931,0.4699453551912567,0.0,0
0.6431034482758622,0.6994535519125682,0.0,0
0.670689655172414,0.721311475409836,0.0,0
0.8362068965517242,0.8306010928961751,1.37,0
0.9275862068965517,0.7540983606557379,0.77,0
0.14137931034482776,0.32240437158469937,0.67,1
0.3879310344827589,0.39344262295081944,0.0,1
0.14655172413793105,0.21311475409836067,0.0,1
0.04655172413793118,0.15300546448087404,0.0,1
0.8810344827586207,0.7158469945355193,0.0,0
0.6293103448275863,0.540983606557377,0.8,0
0.5517241379310347,0.6010928961748636,0.59,0
0.08275862068965534,0.2677595628415299,1.16,1
0.1344827586206898,0.16393442622950793,2.12,1
0.8034482758620691,0.8032786885245902,1.08,0
0.7551724137931037,0.6885245901639343,0.76,0
0.5793103448275865,0.49180327868852447,0.0,0
0.7155172413793105,0.6830601092896176,0.76,0
0.7775862068965518,0.743169398907104,2.4,0
0.12068965517241392,0.1967213114754096,0.65,1
0.38275862068965516,0.49180327868852447,0.87,1
0.6724137931034484,0.6885245901639343,0.97,0
0.9586206896551723,0.9125683060109291,2.01,0
0.4706896551724138,0.5081967213114755,0.0,0
0.9448275862068964,0.9016393442622952,0.0,0
0.09137931034482771,0.2622950819672132,0.0,1
0.29137931034482767,0.4262295081967211,0.0,1
0.49827586206896557,0.5191256830601092,1.27,1
0.8844827586206896,0.721311475409836,1.02,0
0.886206896551724,0.7814207650273228,0.81,0
0.8551724137931034,0.7103825136612021,0.9,0
0.42413793103448283,0.3879781420765027,2.08,1
0.02758620689655178,0.18579234972677572,0.0,1
0.17068965517241397,0.2732240437158471,0.0,1
0.75,0.8032786885245902,2.32,0
0.10172413793103452,0.28415300546448097,0.0,1
0.8034482758620691,0.7540983606557379,0.68,0
0.5517241379310347,0.5901639344262297,0.68,0
0.5793103448275865,0.6174863387978142,0.0,0
0.17068965517241397,0.14754098360655732,0.52,1
0.5982758620689657,0.6885245901639343,0.0,0
0.06724137931034502,0.1967213114754096,0.0,1
0.9327586206896554,0.7978142076502734,2.37,0
0.2534482758620691,0.20218579234972678,1.14,1
0.3017241379310347,0.2786885245901638,0.0,1
0.2206896551724138,0.17486338797814183,0.0,1
0.48275862068965525,0.5901639344262297,1.64,1
0.3879310344827589,0.5027322404371584,0.0,0
0.3017241379310347,0.3879781420765027,0.79,1
0.9241379310344828,0.8032786885245902,0.0,0
0.7068965517241379,0.5846994535519126,0.6,0
0.3293103448275865,0.32240437158469937,1.97,1
0.5758620689655172,0.49180327868852447,0.0,0
0.25,0.38251366120218555,1.52,1
0.5603448275862069,0.6338797814207653,0.0,0
0.5155172413793103,0.557377049180328,0.0,0
0.20344827586206904,0.1967213114754096,0.0,1
0.06379310344827593,0.10382513661202175,0.0,1
0.5586206896551724,0.46448087431693996,0.0,0
0.3155172413793106,0.4426229508196722,0.52,1
0.5293103448275862,0.5846994535519126,2.47,1
0.8551724137931034,0.7868852459016396,1.31,0
0.1724137931034484,0.32240437158469937,0.0,1
0.1344827586206898,0.20218579234972678,0.0,1
0.5586206896551724,0.6448087431693992,0.0,0
0.8206896551724139,0.7158469945355193,0.73,0
0.1775862068965519,0.1912568306010929,0.0,1
0.03965517241379324,0.07103825136612008,1.47,1
0.8482758620689657,0.8196721311475412,1.05,0
0.10689655172413803,0.22404371584699456,1.45,1
0.7482758620689656,0.6284153005464481,0.57,0
0.9758620689655175,0.7868852459016396,1.21,0
0.15517241379310343,0.12021857923497237,1.39,1
0.12413793103448278,0.2677595628415299,0.0,1
0.18448275862068964,0.1967213114754096,0.0,1
0.07068965517241388,0.1693989071038251,0.0,1
0.5500000000000003,0.5027322404371584,1.62,1
0.7000000000000002,0.7322404371584699,0.0,0
0.603448275862069,0.6666666666666665,1.16,0
0.5241379310344829,0.5956284153005464,0.0,0
0.45862068965517233,0.4262295081967211,0.0,0
0.3413793103448275,0.45355191256830607,0.0,1
0.1431034482758622,0.2677595628415299,2.46,1
0.943103448275862,0.7978142076502734,1.51,0
0.020689655172413834,0.12568306010928953,0.0,1
0.3999999999999999,0.32240437158469937,0.9,1
0.46896551724137936,0.4426229508196722,0.0,0
0.646551724137931,0.6174863387978142,2.3,1
0.5655172413793106,0.4808743169398906,0.87,0
0.670689655172414,0.6557377049180326,0.63,0
0.8948275862068966,0.8524590163934429,0.64,0
0.7948275862068965,0.6994535519125682,0.62,0
0.6637931034482758,0.6448087431693992,0.0,0
0.374137931034483,0.4590163934426228,0.0,0
0.8379310344827586,0.6939890710382515,0.0,0
0.09655172413793123,0.09289617486338786,0.9,1
0.7758620689655173,0.6120218579234975,1.94,0
0.9327586206896554,0.8797814207650274,1.1,0
0.0431034482758621,0.1912568306010929,1.27,1
0.05344827586206913,0.20218579234972678,1.48,1
0.2068965517241379,0.2404371584699454,1.85,1
0.42068965517241397,0.5245901639344264,1.14,1
0.8258620689655172,0.721311475409836,0.92,0
0.6913793103448276,0.639344262295082,1.1,0
0.21896551724137936,0.36612021857923494,0.77,1
0.8482758620689657,0.8633879781420768,0.0,0
0.4293103448275861,0.38251366120218555,0.0,0
0.6172413793103448,0.5027322404371584,1.85,1
0.4758620689655175,0.5355191256830603,1.3,1
0.3706896551724137,0.3114754098360655,0.0,1
0.78448275862069,0.7814207650273228,1.97,0
0.19310344827586223,0.1584699453551912,1.9,1
0.7586206896551726,0.6885245901639343,0.0,0
0.031034482758620863,0.1693989071038251,0.75,1
0.2155172413793105,0.28415300546448097,0.0,1
0.5431034482758621,0.6065573770491803,1.43,1
0.12068965517241392,0.2677595628415299,2.46,1
0.8706896551724137,0.8907103825136613,2.5,0
0.6275862068965519,0.6010928961748636,1.4,0
0.1775862068965519,0.32240437158469937,0.94,1
0.3879310344827589,0.30601092896174875,0.9,1
0.6758620689655173,0.6994535519125682,0.53,0
0.510344827586207,0.5464480874316942,0.71,0
0.024137931034482918,0.20218579234972678,1.22,1
0.09655172413793123,0.08743169398907114,0.0,1
0.6431034482758622,0.6830601092896176,0.73,0
0.45862068965517233,0.4426229508196722,0.0,0
0.9862068965517241,0.9125683060109291,0.54,0
0.050000000000000044,0.15300546448087404,1.2,1
0.7068965517241379,0.7049180327868854,1.28,0
0.38275862068965516,0.3770491803278688,0.76,1
0.8017241379310347,0.8360655737704918,1.16,0
0.8793103448275863,0.8633879781420768,1.37,0
0.5,0.5737704918032787,0.0,0
0.15689655172413808,0.2076502732240435,0.0,1
0.31034482758620685,0.2896174863387977,0.51,1
0.8948275862068966,0.8852459016393446,2.14,0
0.18793103448275872,0.1584699453551912,0.0,1
0.23793103448275876,0.2076502732240435,0.0,1
0.036206896551724155,0.22404371584699456,0.0,1
0.8327586206896553,0.8032786885245902,1.75,0
0.24310344827586206,0.31693989071038264,0.57,1
0.07758620689655182,0.07103825136612008,0.0,1
0.8793103448275863,0.8032786885245902,2.45,0
0.5913793103448275,0.5355191256830603,0.0,0
0.9637931034482761,0.7923497267759563,1.94,0
0.7068965517241379,0.6338797814207653,2.32,1
0.7017241379310346,0.7322404371584699,0.0,0
0.8017241379310347,0.7486338797814212,0.77,0
0.9948275862068967,0.7868852459016396,0.0,0
0.8258620689655172,0.8142076502732241,1.57,0
0.6689655172413795,0.6284153005464481,0.66,0
0.4362068965517243,0.36612021857923494,0.0,0
0.6758620689655173,0.7322404371584699,0.0,0
0.9948275862068967,0.8196721311475412,1.16,0
0.739655172413793,0.6284153005464481,1.02,0
0.08793103448275863,0.21311475409836067,0.0,1
0.3982758620689655,0.3114754098360655,2.37,1
0.9258620689655173,0.923497267759563,0.0,0
0.7827586206896551,0.7923497267759563,1.1,0
0.6862068965517243,0.5464480874316942,0.62,0
0.2396551724137932,0.2677595628415299,0.0,1
0.8517241379310345,0.7322404371584699,0.0,0
0.37586206896551744,0.30601092896174875,1.19,1
0.8241379310344827,0.8196721311475412,0.77,0
0.2534482758620691,0.2295081967213113,0.0,1
0.5913793103448275,0.5191256830601092,0.68,0
0.8413793103448275,0.759562841530055,0.93,0
0.6120689655172415,0.6885245901639343,0.53,0
0.2637931034482759,0.2076502732240435,0.6,1
0.4327586206896554,0.38251366120218555,1.22,1
0.39137931034482776,0.4262295081967211,0.0,0
0.3517241379310345,0.30601092896174875,0.0,1
0.24655172413793114,0.3114754098360655,0.0,1
0.9465517241379313,0.9071038251366124,2.28,0
0.7293103448275864,0.6338797814207653,1.29,0
0.4724137931034482,0.4207650273224044,0.0,0
0.21379310344827585,0.2404371584699454,0.0,1
0.5034482758620689,0.40437158469945333,0.0,0
0.036206896551724155,0.2185792349726774,0.0,1
0.34827586206896566,0.3606557377049182,1.35,1
0.7931034482758621,0.721311475409836,1.5,0
0.18103448275862077,0.14207650273224015,0.0,1
0.8948275862068966,0.9071038251366124,0.94,0
0.9034482758620692,0.7814207650273228,2.1,0
0.5724137931034483,0.5136612021857923,1.38,1
0.006896551724137945,0.027322404371584508,0.0,1
0.5724137931034483,0.48633879781420775,0.0,0
0.7620689655172415,0.7267759562841531,0.91,0
0.5534482758620691,0.45355191256830607,1.84,1
0.22241379310344844,0.3387978142076504,0.0,1
0.10689655172413803,0.1967213114754096,1.86,1
0.012068965517241459,0.12021857923497237,0.0,1
0.17413793103448283,0.3005464480874316,0.0,1
0.6793103448275861,0.6885245901639343,0.0,0
0.8155172413793106,0.8142076502732241,1.33,0
0.26034482758620703,0.36612021857923494,0.0,1
0.8931034482758622,0.8688524590163935,2.28,0
0.8586206896551727,0.8579234972677596,0.0,0
0.6051724137931034,0.6448087431693992,1.72,1
0.6879310344827587,0.7267759562841531,2.43,1
0.7086206896551723,0.6939890710382515,2.42,1
0.22413793103448287,0.2185792349726774,0.0,1
0.8999999999999999,0.8579234972677596,1.23,0
0.38275862068965516,0.4153005464480872,0.0,1
0.48793103448275854,0.49180327868852447,1.27,1
0.153448275862069,0.2677595628415299,0.0,1
0.9793103448275864,0.8142076502732241,0.0,0
0.31896551724137945,0.4098360655737705,0.0,1
0.06896551724137945,0.24590163934426212,0.0,1
0.19482758620689666,0.21311475409836067,0.0,1
0.8672413793103448,0.759562841530055,1.37,0
0.6568965517241381,0.6721311475409837,1.11,0
0.22241379310344844,0.23497267759562845,1.29,1
0.19827586206896552,0.2185792349726774,0.0,1
0.5155172413793103,0.4207650273224044,1.35,1
0.9103448275862069,0.8306010928961751,2.34,0
0.20517241379310347,0.28415300546448097,0.72,1
0.6517241379310343,0.5355191256830603,1.58,1
0.9672413793103449,0.7978142076502734,1.6,0
0.10172413793103452,0.20218579234972678,0.0,1
0.01551724137931032,0.027322404371584508,0.0,1
0.0,0.060109289617486183,0.0,1
0.8206896551724139,0.7377049180327873,0.0,0
0.8327586206896553,0.743169398907104,0.55,0
0.2793103448275862,0.32240437158469937,0.0,1
0.5,0.48633879781420775,1.73,1
0.4068965517241381,0.4699453551912567,0.0,0
0.16551724137931045,0.2677595628415299,0.0,1
0.8465517241379312,0.8524590163934429,1.14,0
0.18965517241379315,0.3387978142076504,0.0,1
0.9551724137931035,0.7704918032786889,0.54,0
0.7568965517241382,0.7486338797814212,1.09,0
0.017241379310344973,0.16393442622950793,1.87,1
0.5879310344827586,0.6174863387978142,0.0,0
0.6155172413793104,0.6010928961748636,0.0,0
0.1103448275862069,0.2896174863387977,0.94,1
0.3120689655172413,0.4098360655737705,0.96,1
1.0,0.8142076502732241,0.81,0
0.3448275862068968,0.28415300546448097,0.0,1
0.048275862068965614,0.060109289617486183,0.0,1
0.46724137931034493,0.5191256830601092,1.25,1
0.3310344827586209,0.2677595628415299,0.0,1
0.005172413793103514,0.005464480874316724,0.0,1
0.33793103448275863,0.3715846994535521,0.92,1
0.4293103448275861,0.35519125683060104,0.92,1
0.37758620689655187,0.33333333333333326,0.55,1
0.23448275862068968,0.3387978142076504,1.28,1
0.8913793103448278,0.8524590163934429,1.35,0
0.4068965517241381,0.4316939890710383,1.0,1
0.7465517241379311,0.7978142076502734,2.04,0
0.9689655172413794,0.9344262295081964,2.32,0
0.3206896551724139,0.4098360655737705,0.0,1
0.5310344827586206,0.6065573770491803,1.59,1
0.3155172413793106,0.4262295081967211,0.0,1
0.46206896551724164,0.4098360655737705,0.0,0
0.4275862068965517,0.3387978142076504,1.03,1
0.1827586206896552,0.2076502732240435,2.23,1
0.04655172413793118,0.1912568306010929,1.9,1
0.8379310344827586,0.8142076502732241,1.57,0
0.4034482758620692,0.32786885245901654,1.04,1
0.306896551724138,0.32240437158469937,0.0,1
0.4362068965517243,0.540983606557377,1.15,1
0.5258620689655173,0.6065573770491803,1.11,0
0.5913793103448275,0.6338797814207653,0.0,0
0.1051724137931036,0.2076502732240435,0.0,1
0.8275862068965516,0.6994535519125682,0.72,0
0.22758620689655173,0.3114754098360655,0.0,1
0.28965517241379324,0.29508196721311486,0.56,1
0.35344827586206895,0.29508196721311486,0.0,1
0.26206896551724146,0.29508196721311486,0.0,1
0.33448275862068977,0.29508196721311486,0.0,1
0.8448275862068968,0.8360655737704918,0.0,0
0.6534482758620692,0.6448087431693992,1.48,0
0.20862068965517255,0.3387978142076504,1.91,1
0.953448275862069,0.8907103825136613,0.0,0
0.0,0.09836065573770503,0.0,1
0.19482758620689666,0.20218579234972678,0.0,1
0.4568965517241379,0.5464480874316942,0.0,0
0.5896551724137931,0.5191256830601092,0.85,0
0.18793103448275872,0.2513661202185793,0.0,1
0.9844827586206897,0.8032786885245902,0.58,0
0.07241379310344831,0.20218579234972678,1.04,1
0.5431034482758621,0.5191256830601092,0.62,0
0.9620689655172416,0.7814207650273228,0.76,0
0.20000000000000018,0.2732240437158471,0.56,1
0.4034482758620692,0.3606557377049182,0.53,1
0.48965517241379297,0.5136612021857923,1.34,1
0.4293103448275861,0.3606557377049182,0.0,1
0.48965517241379297,0.4098360655737705,0.0,0
0.5,0.6065573770491803,0.51,0
0.5189655172413792,0.4699453551912567,2.25,1
0.9517241379310346,0.7759562841530057,0.88,0
0.7431034482758623,0.6666666666666665,0.0,0
0.031034482758620863,0.23497267759562845,0.0,1
0.6172413793103448,0.48633879781420775,0.0,0
0.10000000000000009,0.1693989071038251,2.42,1
0.21724137931034493,0.256830601092896,2.28,1
0.3086206896551724,0.2622950819672132,0.0,1
0.3931034482758622,0.38251366120218555,0.88,1
0.806896551724138,0.639344262295082,1.71,0
0.5431034482758621,0.5245901639344264,0.0,0
0.4224137931034484,0.49726775956284164,1.16,1
0.42068965517241397,0.4426229508196722,0.0,0
0.727586206896552,0.6120218579234975,1.94,1
0.8137931034482757,0.639344262295082,0.0,0
0.24137931034482762,0.3497267759562843,0.0,1
0.8672413793103448,0.8797814207650274,1.07,0
0.2775862068965518,0.3879781420765027,0.0,1
0.636206896551724,0.540983606557377,0.0,0
0.693103448275862,0.5901639344262297,0.0,0
0.9724137931034482,0.841530054644809,0.0,0
0.9293103448275861,0.8306010928961751,0.0,0
0.3551724137931034,0.437158469945355,0.0,1
0.034482758620689724,0.2185792349726774,0.0,1
0.3931034482758622,0.49180327868852447,0.57,1
0.7189655172413794,0.6065573770491803,1.46,0
0.6844827586206899,0.6612021857923498,0.0,0
0.7810344827586206,0.721311475409836,2.18,0
0.6879310344827587,0.6721311475409837,0.5,0
0.06379310344827593,0.15300546448087404,0.0,1
0.556896551724138,0.49180327868852447,0.5,0
0.9586206896551723,0.7704918032786889,1.89,0
0.3896551724137933,0.3715846994535521,2.36,1
0.04655172413793118,0.2295081967213113,0.0,1
0.6637931034482758,0.5191256830601092,0.0,0
0.2775862068965518,0.3715846994535521,1.58,1
0.0431034482758621,0.16393442622950793,0.0,1
0.7931034482758621,0.7103825136612021,1.4,0
0.6517241379310343,0.7103825136612021,0.97,0
0.556896551724138,0.4426229508196722,0.0,0
0.7413793103448278,0.7322404371584699,0.0,0
0.41551724137931023,0.49726775956284164,0.0,0
0.42586206896551726,0.4153005464480872,0.8,1
0.02931034482758621,0.15300546448087404,0.0,1
0.9017241379310343,0.8087431693989073,0.64,0
0.4327586206896554,0.39344262295081944,0.0,0
0.7827586206896551,0.7322404371584699,0.71,0
0.41206896551724137,0.3497267759562843,0.61,1
0.796551724137931,0.7704918032786889,2.26,0
0.443103448275862,0.4098360655737705,0.0,0
0.40517241379310365,0.39344262295081944,0.0,0
0.18103448275862077,0.2295081967213113,0.0,1
0.018965517241379404,0.04371584699453557,0.0,1
0.7068965517241379,0.6229508196721314,0.0,0
0.8517241379310345,0.7704918032786889,1.59,0
0.9672413793103449,0.8961748633879785,1.99,0
0.8465517241379312,0.8196721311475412,1.23,0
0.727586206896552,0.7868852459016396,0.52,0
0.727586206896552,0.6721311475409837,0.87,0
0.603448275862069,0.5901639344262297,1.79,1
0.8931034482758622,0.8743169398907107,0.94,0
0.48793103448275854,0.3989071038251366,1.17,1
0.5448275862068965,0.540983606557377,1.11,1
0.5258620689655173,0.5136612021857923,0.51,0
0.5448275862068965,0.540983606557377,1.06,1
0.886206896551724,0.8306010928961751,1.42,0
0.036206896551724155,0.04371584699453557,2.37,1
0.34827586206896566,0.32240437158469937,1.07,1
0.4379310344827587,0.3715846994535521,0.85,1
0.15000000000000013,0.30601092896174875,0.0,1
0.3879310344827589,0.4480874316939889,0.0,0
0.7879310344827588,0.8087431693989073,0.0,0
0.4724137931034482,0.5191256830601092,0.0,0
0.7189655172413794,0.5901639344262297,1.92,1
0.42586206896551726,0.39344262295081944,2.23,1
0.4517241379310346,0.5628415300546448,0.0,0
0.953448275862069,0.9289617486338797,0.0,0
0.03965517241379324,0.14754098360655732,0.0,1
0.6534482758620692,0.6502732240437159,1.22,0
0.7672413793103448,0.7759562841530057,0.52,0
0.9637931034482761,0.7868852459016396,2.05,0
0.5862068965517242,0.540983606557377,0.99,0
0.5551724137931036,0.5136612021857923,0.0,0
0.5879310344827586,0.6502732240437159,1.25,0
0.14137931034482776,0.180327868852459,0.0,1
0.09482758620689657,0.2185792349726774,0.0,1
0.727586206896552,0.6448087431693992,0.66,0
0.18793103448275872,0.256830601092896,0.0,1
0.29137931034482767,0.4098360655737705,1.93,1
0.21896551724137936,0.24590163934426212,0.0,1
0.30344827586206913,0.34426229508196715,0.0,1
0.07241379310344831,0.20218579234972678,1.24,1
0.3517241379310345,0.34426229508196715,0.87,1
0.20517241379310347,0.1693989071038251,1.11,1
0.3362068965517242,0.4590163934426228,0.0,1
0.5137931034482759,0.5300546448087431,0.0,0
0.031034482758620863,0.032786885245901676,0.83,1
0.49827586206896557,0.4153005464480872,0.0,0
0.5293103448275862,0.4153005464480872,0.0,0
0.8189655172413794,0.8579234972677596,0.81,0
0.5603448275862069,0.49726775956284164,0.0,0
0.4758620689655175,0.557377049180328,0.0,0
0.16034482758620694,0.256830601092896,0.0,1
0.3293103448275865,0.46448087431693996,0.0,1
0.36206896551724155,0.3497267759562843,0.0,1
0.36724137931034484,0.35519125683060104,0.0,1
0.9396551724137931,0.7704918032786889,2.01,0
0.4758620689655175,0.540983606557377,1.17,1
0.6172413793103448,0.6557377049180326,1.42,0
0.2793103448275862,0.2786885245901638,0.0,1
0.3603448275862071,0.4153005464480872,0.0,1
0.28275862068965507,0.3715846994535521,2.45,1
0.9344827586206899,0.7650273224043718,1.59,0
0.5965517241379312,0.5628415300546448,2.11,1
0.4275862068965517,0.49726775956284164,0.52,1
0.45862068965517233,0.36612021857923494,0.78,1
0.443103448275862,0.38251366120218555,0.0,0
0.9103448275862069,0.8743169398907107,0.62,0
0.3879310344827589,0.40437158469945333,0.0,1
0.4568965517241379,0.3879781420765027,0.0,0
0.7224137931034482,0.5901639344262297,0.0,0
0.0620689655172415,0.07650273224043724,0.0,1
0.3310344827586209,0.3770491803278688,0.0,1
0.5896551724137931,0.6557377049180326,1.65,1
0.45517241379310347,0.49726775956284164,0.51,0
0.33275862068965534,0.4590163934426228,0.0,1
0.9741379310344827,0.923497267759563,1.31,0
0.8568965517241378,0.7540983606557379,2.07,0
0.7379310344827585,0.6885245901639343,0.87,0
0.5137931034482759,0.4480874316939889,0.0,0
0.3999999999999999,0.48633879781420775,0.0,0
0.2448275862068967,0.34426229508196715,0.0,1
0.739655172413793,0.7650273224043718,1.0,0
0.4275862068965517,0.4153005464480872,0.0,0
0.27068965517241383,0.4098360655737705,0.0,1
0.48965517241379297,0.39344262295081944,0.86,1
0.8120689655172413,0.7759562841530057,2.15,0
0.153448275862069,0.2185792349726774,1.44,1
0.09827586206896566,0.28415300546448097,0.0,1
0.07758620689655182,0.2622950819672132,0.82,1
0.1396551724137931,0.32240437158469937,0.0,1
0.16896551724137931,0.2076502732240435,0.0,1
0.78448275862069,0.6338797814207653,0.0,0
0.6431034482758622,0.6120218579234975,1.98,1
0.43448275862068986,0.35519125683060104,0.0,1
0.7706896551724141,0.8142076502732241,1.9,0
0.36724137931034484,0.49726775956284164,0.0,0
0.5086206896551726,0.49180327868852447,1.41,1
0.9362068965517243,0.9289617486338797,0.0,0
0.14482758620689662,0.2513661202185793,0.72,1
0.7327586206896552,0.6830601092896176,0.5,0
0.9810344827586208,0.9453551912568308,1.73,0
0.6413793103448278,0.6775956284153004,0.67,0
0.8810344827586207,0.8852459016393446,1.1,0
0.33275862068965534,0.437158469945355,0.0,1
0.4275862068965517,0.3879781420765027,0.0,0
0.9810344827586208,0.8032786885245902,0.83,0
0.11206896551724155,0.29508196721311486,1.11,1
0.4810344827586208,0.5901639344262297,0.0,0
0.603448275862069,0.6557377049180326,1.61,1
0.9379310344827587,0.7814207650273228,0.6,0
0.13275862068965516,0.28415300546448097,0.0,1
0.16206896551724137,0.13114754098360626,0.0,1
0.9517241379310346,0.841530054644809,1.51,0
0.7896551724137932,0.7650273224043718,2.46,0
0.17413793103448283,0.21311475409836067,0.0,1
0.06551724137931036,0.05464480874316946,0.0,1
0.8034482758620691,0.7486338797814212,1.46,0
0.7896551724137932,0.7267759562841531,1.23,0
0.37758620689655187,0.4699453551912567,0.0,0
0.1396551724137931,0.2677595628415299,0.9,1
0.4086206896551725,0.437158469945355,2.14,1
0.5396551724137932,0.4590163934426228,0.0,0
0.5637931034482762,0.5901639344262297,0.95,0
0.005172413793103514,0.16393442622950793,0.0,1
0.45344827586206904,0.4098360655737705,0.0,0
0.5431034482758621,0.4426229508196722,0.0,0
0.1293103448275863,0.29508196721311486,0.51,1
0.08793103448275863,0.14207650273224015,0.8,1
0.6293103448275863,0.5191256830601092,1.14,0
0.7724137931034485,0.6338797814207653,1.51,0
